word,reading,meanings,level,example_ja,example_en
豆,まめ,beans; peas,N3,納豆食べれる？,Can you eat natto?
頭痛,ずつう,headache,N3,頭痛がする。,I have a headache.
働き,はたらき,work; labor,N3,彼は働き者だ。,He is a hard worker.
動かす,うごかす,to move; to shift,N3,信仰は山をも動かす。,Faith can move mountains.
動詞,どうし,verb,N3,それは、他動詞です。,It's a transitive verb.
同一,どういつ,identity; sameness; similarity,N3,同一現象が観察された。,The same phenomenon has been observed.
同時,どうじ,simultaneous(ly); concurrent; same time; synchronous,N3,同時に起立した。,We all stood up at once.
同様,どうよう,identical; equal to; same (kind); like,N3,この車は新品同様だ。,This car is as good as new.
同僚,どうりょう,coworker; colleague; associate,N3,彼女は同僚だよ。,She is one of my colleagues.
道徳,どうとく,morals,N3,彼は不道徳な男だ。,He is an evil man.
道路,どうろ,road; highway,N3,「道路工事中」,"""Road under Repair."""
得る,える,to get; to gain; to win,N3,それもあり得る。,It's possible.
得意,とくい,pride; triumph; prosperity,N3,バスケ得意？,Are you good at basketball?
特徴,とくちょう,feature; characteristic,N3,熱情が彼女の特徴の一つだ。,Passion is one of her characteristics.
毒,どく,poison; toxicant,N3,お気の毒様。,I am sorry for you.
独り,ひとり,alone; unmarried,N3,独り身だよね？,"You're single, aren't you?"
独身,どくしん,bachelorhood; single; unmarried; celibate,N3,独身ですか。,Are you single?
独特,どくとく,peculiarity; uniqueness; characteristic,N3,これは日本独特の慣習だ。,This is a custom peculiar to Japan.
独立,どくりつ,independence (e.g. Ind. Day); self-support,N3,彼は独立した。,He set himself up in life.
読み,よみ,reading,N3,読み続けて。,Keep reading.
読書,どくしょ,reading,N3,読書を続けた。,I went on reading.
突然,とつぜん,abruptly; suddenly; unexpectedly; all at once,N3,突然彼は死んだ。,He died suddenly.
届く,とどく,to reach,N3,天井に手が届くんだよ。,I can touch the ceiling.
曇,くもり,cloudiness; cloudy weather; shadow,N3,曇ってきた。,It's getting cloudy.
内,うち,inside,N3,内閣を倒せ。,Down with the Cabinet!
内容,ないよう,subject; contents; matter; substance; detail; import,N3,彼の話は内容がない。,There is no substance in his speech.
謎,なぞ,riddle; puzzle; enigma,N3,謎は深まるばかり。,The mystery continues to deepen.
鍋,なべ,saucepan; pot,N3,鍋に油入れた？,Did you put oil in the pan?
縄,なわ,rope; hemp,N3,この縄は丈夫だ。,This rope is sturdy.
二十,はたち,20 years old; 20th year,N3,五の五倍は二十五。,Five times five is twenty-five.
匂い,におい,odour; scent; smell; stench,N3,いい匂いね。,That smells really good.
日,にち,sun; sunshine; day,N3,本日定休日。,Today is our regular closing day.
日光,にっこう,sunlight,N3,日光は皮膚に作用する。,The sunbeam acts upon the skin.
日常,にちじょう,ordinary; regular; everyday; usual,N3,日常の運動は体に良い。,Moderate exercise is good for your health.
日中,にっちゅう,daytime; broad daylight,N3,風は１日中吹いた。,The wind blew all day.
日付,ひづけ,date; dating,N3,私は会議の日付を忘れた。,I forgot the date of the meeting.
日本,にっぽん,Japan,N3,日本人ですか。,Are you a Japanese citizen?
日曜,にちよう,Sunday,N3,日曜日、暇？,Are you free on Sunday?
入院,にゅういん,hospitalization,N3,入院してます。,I'm in the hospital.
入学,にゅうがく,entry to school or university; matriculation,N3,彼は裏口入学した。,He bought his way into college.
入場,にゅうじょう,entrance; admission; entering,N3,入場無料だよ。,Admission is free.
任せる,まかせる,to entrust to another; to leave to,N3,君に任せるよ。,I'll let you decide.
認める,みとめる,to recognize; to appreciate; to approve; to admit; to notice,N3,それは認める。,I admit it.
濡れる,ぬれる,to get wet,N3,猫は濡れるのを嫌がる。,Cats dislike being wet.
寧ろ,むしろ,rather; better; instead,N3,,
熱心,ねっしん,zeal; enthusiasm,N3,勉強熱心だね！,You really study hard!
熱帯,ねったい,tropics,N3,彼は熱帯魚を飼っている。,He is raising tropical fishes.
熱中,ねっちゅう,nuts!; enthusiasm; zeal; mania,N3,仕事に熱中しなさい。,Have some enthusiasm for your job.
年間,ねんかん,year,N3,保証は一年間です。,We guarantee our products for one year.
年寄,としより,old people; the aged,N3,年寄りを優先しろ。,Do make older people the priority!
年月,としつき,months and years,N3,年月が経った。,Years passed.
年代,ねんだい,age; era; period; date,N3,この列車は年代物だ。,This train is very old.
年中,ねんじゅう,whole year; always; everyday,N3,年中無休です。,It's open every day of the year.
年齢,ねんれい,age; years,N3,年齢は関係ない。,Age is just a number.
燃える,もえる,to burn,N3,木が燃える。,Wood burns.
悩む,なやむ,to be worried; to be troubled,N3,そのことで悩むな。,Don't worry about that.
濃い,こい,thick (as of color; liquid); dense; strong,N3,血は水より濃い。,Blood is thicker than water.
納得,なっとく,consent; assent; understanding,N3,納得いかないな。,That isn't very persuasive.
能,のう,being skilled in; nicely; properly,N3,可能ですか？,Is that possible?
能力,のうりょく,ability; faculty,N3,能力がすべてではない。,Ability alone is not enough.
農家,のうか,farmer; farm family,N3,農家の子になりたいかね。,Would you like to be a farm boy?
農業,のうぎょう,agriculture,N3,私の専攻は農業です。,My major is agriculture.
農民,のうみん,farmers; peasants,N3,農民は作物を作る。,Farmers produce crops.
波,なみ,wave,N3,波が立ち始めた。,The waves are rising.
破る,やぶる,to tear; to violate; to defeat; to smash; to destroy,N3,決して約束を破るな。,Never break your promise.
破産,はさん,(personal) bankruptcy,N3,彼は破産している。,He is bankrupt.
馬,うま,(1) horse; (2) promoted bishop (shogi),N3,馬鹿みたい！,You look stupid.
馬鹿,ばか,fool; idiot; trivial matter; folly,N3,馬鹿みたい！,You look stupid.
俳優,はいゆう,actor; actress; player; performer,N3,彼は俳優です。,He is an actor.
背,せい,height; stature,N3,僕は猫背だ。,I am round shouldered.
配達,はいたつ,delivery; distribution,N3,配達は有料ですか。,Do you charge for delivery?
梅,うめ,plum; plum-tree; lowest (of a three-tier ranking system),N3,いい塩梅だ。,The seasoning is just right.
梅雨,つゆ,rainy season; rain during the rainy season,N3,梅雨に入った。,The rainy season has set in.
売れる,うれる,to be sold,N3,傘が良く売れる。,Umbrellas sell well.
博士,はかせ,doctorate; PhD,N3,彼女は博士号を取得した。,She received a doctor's degree.
博物館,はくぶつかん,museum,N3,博物館にいるんだ。,We're at the museum.
拍手,はくしゅ,clapping hands; applause,N3,私は拍手した。,I clapped my hands.
爆発,ばくはつ,explosion; detonation; eruption,N3,突然爆発が起こった。,All at once there was an explosion.
莫大,ばくだい,enormous; vast,N3,彼は莫大な財産を築いた。,He accumulated a large fortune.
肌,はだ,skin,N3,肌寒いです。,It's chilly.
畑,はたけ,field,N3,彼は教育畑で育った。,He has had a long teaching career.
発見,はっけん,discovery; detection; finding,N3,私は発見をした。,I've made a discovery.
発行,はっこう,issue (publications),N3,彼女は再発行を申し出た。,She went to apply for a replacement.
発車,はっしゃ,departure of a vehicle,N3,発車ホームはどちらですか。,Which is the departure platform?
発達,はったつ,development; growth,N3,彼の精神発達は遅かった。,His mental development was slow.
発展,はってん,development; growth,N3,貿易は諸国の発展を促進する。,Trade helps nations develop.
発表,はっぴょう,announcement; publication,N3,２人は婚約を発表した。,They have announced their engagement.
発明,はつめい,invention,N3,必要は発明の母。,Necessity is the mother of invention.
髪の毛,かみのけ,hair (head),N3,彼女の髪の毛は長い。,Her hair is long.
罰する,ばっする,to punish; to penalize,N3,罪に比例して罰するべきだ。,The punishment should be in proportion to the crime.
抜く,ぬく,to extract; to omit; to surpass; to draw out; to unplug,N3,神経は抜くのですか。,Are you going to remove the nerve?
抜ける,ぬける,to come out; to fall out; to be omitted,N3,森を抜ける小道があります。,There is a path through the wood.
判断,はんだん,judgement; decision,N3,彼は判断を誤った。,He erred in his judgement.
半ば,なかば,middle; half; semi; halfway; partly,N3,始めよければ半ば成功。,Well begun is half done.
反抗,はんこう,opposition; resistance,N3,人々は王に反抗しました。,The people rebelled against the king.
板,いた,board; plank,N3,黒板を見なさい。,Look at the blackboard.
犯罪,はんざい,crime,N3,これは戦争犯罪だ。,This is a war crime.
犯人,はんにん,offender; criminal,N3,お前が犯人だ。,You're a criminal.
販売,はんばい,sale; selling; marketing,N3,私は販売員です。,I'm a salesperson.
範囲,はんい,extent; scope; sphere; range,N3,想定の範囲外だ。,I never imagined anything like this.
飯,めし,(sl) meals; food,N3,晩ご飯は何？,What's for dinner?
否,いや,no; the noes,N3,否定はしません。,I don't deny it.
否定,ひてい,negation; denial; repudiation,N3,否定はしません。,I don't deny it.
彼等,かれら,they (usually male),N3,彼等は授業中だ。,They are in class.
悲しむ,かなしむ,to be sad; to mourn for; to regret,N3,なんでそんなに悲しむの。,Why should you be so sad?
悲劇,ひげき,tragedy,N3,悲劇が町を襲った。,Tragedy fell over the town.
批判,ひはん,criticism; judgement; comment,N3,彼は批判に神経過敏だ。,He is sensitive to criticism.
批評,ひひょう,criticism; review; commentary,N3,彼は近刊の本を批評する。,He criticizes a book recently published.
比較,ひかく,comparison,N3,彼女は比較的早口だ。,She speaks relatively fast.
疲れ,つかれ,tiredness; fatigue,N3,疲れました。,I'm tired.
皮,かわ,skin; hide; leather; fur; pelt; bark; shell,N3,美は皮一重。,Beauty is but skin deep.
秘密,ひみつ,secret; secrecy,N3,これは秘密。,This is a secret.
被る,かぶる,to suffer,N3,教室では帽子を被るべきではない。,Your hat should not be worn in the classroom.
被害,ひがい,damage,N3,被害妄想に囚われるな。,Don't get paranoid.
費用,ひよう,cost; expense,N3,それは費用の問題だ。,It's a matter of cost.
避ける,さける,(1) to avoid (physical contact ); (2) to ward off; to avert,N3,悪友は避けるべきだ。,You should keep away from bad company.
非常,ひじょう,emergency; extraordinary; unusual,N3,彼は非常識だ。,He is devoid of common sense.
飛ばす,とばす,to skip over; to omit,N3,テストで解らないところは飛ばす。,Skip the parts you don't understand on the test.
飛び出す,とびだす,to jump out; to rush out; to fly out,N3,待ちくたびれているか全速力で飛び出すかだ。,Bored waiting or rushing off at full speed.
飛行,ひこう,aviation,N3,紙飛行機だよ。,I made a paper plane.
備える,そなえる,to furnish; to provide for; to equip; to install,N3,最悪に備える必要がある。,It is necessary that we should prepare for the worst.
微笑む,ほほえむ,to smile,N3,運命は大胆な者に微笑む。,Fortune favors the bold.
微妙,びみょう,delicate; subtle,N3,なんか微妙でしょ？,"It's kind of iffy, don't you think?"
美人,びじん,beautiful person (woman),N3,美人だなあ。,She is beautiful.
膝,ひざ,knee; lap,N3,膝が痛いな。,My knee hurts.
必ずしも,かならずしも,(not) always; (not) necessarily; (not) all; (not) entirely,N3,逆は必ずしも真ならず。,The reverse is not always true.
必死,ひっし,inevitable death; desperation; frantic; inevitable result,N3,彼は必死に逃げた。,He ran for his life.
筆,ふで,writing brush,N3,これは鉛筆。,This is a pencil.
紐,ひも,(1) string; cord; (2) pimp,N3,靴の紐を結びなさい。,Tie your shoelaces.
氷,こおり,ice; hail,N3,氷は入れる？,Would you like ice?
表,ひょう,table (e.g. Tab 1); chart; list,N3,いい表現だね。,That's a great way of putting it.
表す,あらわす,to express; to show; to reveal,N3,酒は本心を表す。,"In wine, there is truth."
表現,ひょうげん,expression; presentation; representation (math),N3,いい表現だね。,That's a great way of putting it.
表情,ひょうじょう,facial expression,N3,表情が固いね。,What a stern expression.
表面,ひょうめん,surface; outside; face; appearance,N3,彼は月の表面に立った。,He stood on the surface of the moon.
評価,ひょうか,valuation; estimation; assessment; evaluation,N3,私は彼女を高く評価した。,I had a good opinion of her.
評判,ひょうばん,fame; reputation; popularity; arrant,N3,彼は評判がよい。,He has a good reputation.
描く,えがく,to draw; to paint; to sketch; to depict; to describe,N3,絵を描くの好き？,Do you like painting?
秒,びょう,second (60th min),N3,1分は60秒です。,A minute has sixty seconds.
品,しな,thing; article; goods; dignity; article (goods); counter for meal courses,N3,返品お断り。,No merchandise can be returned.
貧しい,まずしい,poor; needy,N3,彼は貧しい。,He is poor.
瓶,びん,bottle,N3,水瓶座だよ。,I'm an Aquarius.
不,ふ,un; non; negative prefix,N3,不眠症です。,I can't sleep at night.
不安,ふあん,anxiety; uneasiness; insecurity; suspense,N3,彼は不安になった。,He felt uneasy.
不可,ふか,wrong; bad; improper; unjustifiable; inadvisable,N3,愛の動きは不可解。,Love moves in mysterious ways.
不幸,ふこう,unhappiness; sorrow; misfortune; disaster; accident; death,N3,不幸は仲間を好む。,Misery loves company.
不思議,ふしぎ,mystery; curiosity,N3,不思議な話でした。,It was a strange story.
不自由,ふじゆう,discomfort; disability; inconvenience; destitution,N3,君には不自由させない。,You shall want for nothing.
不正,ふせい,injustice; unfairness,N3,この時計は不正確だ。,This watch keeps bad time.
不足,ふそく,insufficiency; shortage; deficiency; lack; dearth,N3,彼は経験不足だ。,He is lacking in experience.
不平,ふへい,complaint; discontent; dissatisfaction,N3,不平はまったくない。,We have nothing to complain about.
不満,ふまん,dissatisfaction; displeasure; discontent; complaints; unhappiness,N3,私は不満です。,I'm not satisfied.
不利,ふり,disadvantage; handicap; unfavorable; drawback,N3,状況は彼女に不利だ。,Appearances are against her.
付き合い,つきあい,association; socializing; fellowship,N3,彼は付き合いにくい。,He is hard to deal with.
付ける,つける,to attach; to join; to add; to append,N3,塩で味を付ける。,We season with salt.
夫人,ふじん,wife; Mrs; madam,N3,彼は夫人のいのままだった。,His wife had him wrapped around her little finger.
夫婦,ふうふ,married couple; husband and wife,N3,彼らは夫婦だ。,They're a couple.
婦人,ふじん,woman; female,N3,ご婦人からどうぞ。,Ladies first.
布,ぬの,cloth,N3,ほら財布だ。,Here's my wallet.
普段,ふだん,usually; habitually; ordinarily; always,N3,普段は歩きなんだ。,I usually walk.
父親,ちちおや,father,N3,彼は父親似だ。,He takes after his father.
腐る,くさる,to rot; to go bad,N3,金が腐るほどある。,He is rolling in riches.
負け,まけ,defeat; loss; losing (a game),N3,私の負けだ。,I give in.
武器,ぶき,weapon; arms; ordinance,N3,武器を下ろせ！,Put down your weapons!
舞台,ぶたい,stage (theatre),N3,彼は舞台に立った。,He acted on the stage.
部分,ぶぶん,portion; section; part,N3,部分的には賛成だよ。,I partly agree with you.
風景,ふうけい,scenery,N3,彼はよく風景を書く。,He often paints landscapes.
風呂,ふろ,bath,N3,お風呂にする？,Do you want a bath?
幅,はば,width; breadth,N3,彼は肩幅が広い。,He has broad shoulders.
服装,ふくそう,garments,N3,夫は服装に無頓着です。,My husband is indifferent to his clothes.
腹,はら,abdomen; belly; stomach,N3,彼は腹黒い。,He has a black heart.
覆う,おおう,to cover; to hide; to conceal; to wrap; to disguise,N3,富はあまたの苦痛を覆う。,Riches cover a multitude of woes.
仏,ほとけ,Buddha; merciful person; Buddhist image; the dead,N3,知らぬが仏。,Ignorance is bliss.
物音,ものおと,sounds,N3,あの物音は何？,What is that noise?
物価,ぶっか,prices of commodities; prices (in general),N3,物価が上がった。,The price rose.
物語,ものがたり,tale; story; legend,N3,この物語は真実です。,This story is true.
物事,ものごと,things; everything,N3,物事には限度がある。,There is a limit to everything.
物質,ぶっしつ,material; substance,N3,塩は有用な物質だ。,Salt is a useful substance.
物理,ぶつり,physics,N3,物理って得意？,Are you good at physics?
分,ぶ,dividing; part,N3,半分よこせ。,Give me half of it.
分ける,わける,to divide; to separate,N3,私は音楽を聞き分ける力がない。,I have no ear for music.
分析,ぶんせき,analysis,N3,精神分析って何ですか？,What is psychoanalysis?
分野,ぶんや,field; sphere; realm; division; branch,N3,君の専攻分野は何ですか。,What's your major field?
粉,こな,flour; meal; powder,N3,花粉症は辛い。,Hay fever is tough.
雰囲気,ふんいき,atmosphere (e.g. musical); mood; ambience,N3,雰囲気がいやだった。,The atmosphere was uncomfortable.
文,ぶん,sentence,N3,文は人なり。,The style is the man himself.
文句,もんく,phrase; complaint,N3,文句を言うな。,Don't complain.
文字,もじ,letter (of alphabet); character,N3,文字が大きすぎ。,The font is too large.
文明,ぶんめい,civilization; culture,N3,愛は文明の奇跡だ。,Love is the miracle of civilization.
塀,へい,wall; fence,N3,塀に登るな。,Don't climb up the wall.
平ら,たいら,flatness; level; smooth; calm; plain,N3,どうぞ、お平らに。,Please relax your sitting position and feel free to stretch your legs.
平均,へいきん,equilibrium; balance; average; mean,N3,平均気温が上昇した。,The average temperature has gone up.
平等,びょうどう,equality (a); impartiality; evenness,N3,人は皆平等だ。,All men are equal.
平和,へいわ,peace; harmony,N3,平和だなぁ。,It's so peaceful.
柄,え,handle; grip,N3,お二人の間柄は？,How are you related?
閉じる,とじる,to close (e.g. book; eyes); to shut,N3,その物語は彼の死で幕を閉じる。,The story ends with his death.
癖,くせ,a habit (often a bad habit); peculiarity,N3,癖になった。,It has become habit.
別に,べつに,(not) particularly; nothing,N3,別にいいじゃんかよ。,It's alright isn't it?
別れ,わかれ,parting; separation; farewell,N3,トムと別れるの？,Are you breaking up with Tom?
変化,へんか,goblin; ghost; apparition; bugbear,N3,変化の時でした。,It was time for a change.
変更,へんこう,change; modification; alteration,N3,文を変更しました。,I changed the sentence.
辺り,あたり,vicinity; nearby,N3,辺りをよく見なさい。,Look about you.
便,びん,way; means,N3,郵便が届いた。,The mail has arrived.
便り,たより,news; tidings; information; correspondence; letter,N3,無事に便りなし。,No news is good news.
勉強,べんきょう,study; diligence; discount; reduction,N3,勉強するな。,Don't study.
弁当,べんとう,box lunch,N3,駅で弁当を買った。,I bought a box lunch at the station.
保証,ほしょう,guarantee; security; assurance; pledge; warranty,N3,俺が保証するよ。,I will endorse it.
保存,ほぞん,preservation; conservation; storage; maintenance,N3,この肉は保存がきく。,This meat can be preserved long.
捕まる,つかまる,to be caught; to be arrested,N3,警察に捕まるかと思った。,I thought I was going to get caught by the police.
歩道,ほどう,footpath; walkway; sidewalk,N3,歩道を歩きなさい。,Walk on the pavement.
墓,はか,grave; tomb,N3,彼を墓に埋めた。,They buried him in his grave.
暮らし,くらし,living; livelihood; subsistence; circumstances,N3,暮らしやすそう。,It looks like a nice place to live.
暮らす,くらす,to live; to get along,N3,魚は水の中で暮らす。,Fish live in the water.
暮れ,くれ,year end; sunset; nightfall; end,N3,日が暮れた。,The day became night.
母親,ははおや,mother,N3,私は母親です。,I'm a mother.
包み,つつみ,bundle; package; parcel; bale,N3,包みを開けて下さい。,Please undo the package.
報告,ほうこく,report; information,N3,報告書をよく調べた。,I went over the report.
宝,たから,treasure,N3,知恵は万代の宝,Wisdom is a treasure for tens of generations.
宝石,ほうせき,gem; jewel,N3,宝石の関税を払った。,We paid customs on jewels.
抱える,かかえる,to hold or carry under or in the arms,N3,そのことが我々が抱える問題に新しい面を加える。,That adds a new dimension to our problem.
抱く,いだく,(sl) to embrace; to hug; to harbour; to entertain,N3,不満を抱く部下も多かった。,There were many subordinates who harbored complaints.
放す,はなす,to separate; to set free,N3,ロープを放すな。,Don't let go of the rope.
放送,ほうそう,broadcast; broadcasting,N3,絶賛放送中！,Currently on air!
方,ほう,side,N3,湿疹の方は？,What about the rash?
方々,かたがた,persons; this and that; here and there; everywhere,N3,多くの方々に届けることができた。,I was able to reach a lot of people.
方向,ほうこう,direction; course; way,N3,彼は方向音痴だ。,He has no sense of direction.
方法,ほうほう,method; manner; way; means; technique,N3,他に方法はない。,There is no other way.
法,ほう,Act (law: the X Act),N3,釈迦に説法。,Don't teach fish to swim.
泡,あわ,bubble; foam; froth; head on beer,N3,全てが水の泡となった。,It was all for nothing.
褒める,ほめる,to praise; to admire; to speak well,N3,褒めると彼女はうぬぼれるよ。,Too much praise will turn her head.
訪問,ほうもん,call; visit,N3,訪問者は歓迎する。,Visitors are welcome.
豊か,ゆたか,abundant; wealthy; plentiful; rich,N3,彼は想像力が豊かだ。,He has a rich imagination.
豊富,ほうふ,abundance; wealth; plenty; bounty,N3,食物は豊富にある。,We have food in abundance.
飽きる,あきる,to get tired of; to lose interest in; to have enough,N3,刺身もこう毎日だと飽きるな。,"If you eat it every day like this, then you become tired even of sashimi."
望み,のぞみ,wish; desire; (a) hope,N3,彼は望みを捨てた。,He gave up hope.
望む,のぞむ,to desire; to wish for; to see; to command (a view of),N3,誰でも幸福を望む。,Everybody desires happiness.
棒,ぼう,pole; rod; stick,N3,彼は泥棒だ。,He is a thief.
冒険,ぼうけん,risk; venture; adventure,N3,彼は冒険好きだ。,He is fond of adventure.
防ぐ,ふせぐ,to defend (against); to protect; to prevent,N3,塩は魚が腐るのを防ぐ。,Salt preserves fish from spoilage.
吠える,ほえる,to bark; to bay; to howl; to bellow; to roar; to cry,N3,彼女は吠える犬を怖がる。,She is afraid of barking dogs.
頬,ほほ,cheek (of face),N3,頬にキスしたいな。,I'd like to kiss your cheeks.
本人,ほんにん,the person himself,N3,日本人ですか。,Are you a Japanese citizen?
本当,ほんと,truth; reality,N3,本当にそう。,You can't be so sure.
本物,ほんもの,genuine article,N3,それって本物？,Is that real?
幕,まく,curtain; bunting; act (in play),N3,幕が下りた。,The curtain fell.
又,また,again; and,N3,必ず又の機会が来る。,There is always a next time.
末,すえ,the end of; powder,N3,良い週末を。,Have a nice weekend!
万一,まんいち,by some chance; by some possibility; if by any chance; 10E4:1 odds,N3,万一天気なら私は行きます。,"Should it be fine, I will go."
満ちる,みちる,to be full; to rise (tide); to mature; to expire,N3,,
満足,まんぞく,satisfaction,N3,それで満足？,Are you satisfied?
味方,みかた,friend; ally; supporter,N3,彼の味方になる。,I take sides with him.
未だ,まだ,yet; still; more; besides,N3,戦争は未だに続いている。,The war is still going on.
未来,みらい,future (life; tense),N3,未来から来ました。,I come from the future.
魅力,みりょく,charm; fascination; glamour,N3,彼女は魅力的だ。,She is attractive.
妙,みょう,strange; unusual,N3,奇妙な話だった。,It was a strange story.
務め,つとめ,(1) service; duty; (2) Buddhist religious services,N3,彼は市長を務めた。,He served as mayor.
夢中,むちゅう,daze; (in a) trance; ecstasy; delirium; engrossment,N3,彼に夢中なの！,I'm crazy about him!
無,ぶ,nothing; naught; nil; zero,N3,無知は幸福。,Ignorance is bliss.
無し,なし,without,N3,忘れ物無し？,Have you forgotten anything?
無視,むし,disregard; ignore,N3,無視しといた。,I ignored it.
無事,ぶじ,safety; peace; quietness,N3,無事に便りなし。,No news is good news.
無駄,むだ,futility; uselessness,N3,無駄足だったよ。,It was a wild goose chase.
無料,むりょう,free; no charge,N3,これ無料です。,This is for free.
霧,きり,fog; mist,N3,霧がはれた。,The fog has lifted.
名,な,name; reputation,N3,彼は名医だ。,He is a good doctor.
名人,めいじん,master; expert,N3,彼はうそつきの名人だ。,He is adept at telling lies.
命,いのち,command; decree; life; destiny,N3,命をかけて！,Whatever it takes!
命じる,めいじる,to order; to command; to appoint,N3,回れ右を命じる。,I order you to turn right.
命令,めいれい,order; command; decree; directive; (software) instruction,N3,私の命令は絶対だ。,My orders are absolute.
明かり,あかり,lamplight; light (in general); brightness,N3,明かりを消して。,Turn off the light.
明ける,あける,to dawn; to become daylight,N3,夜が明ける。,Day breaks.
明らか,あきらか,obvious; evident; clear,N3,証拠は明らかだ。,The evidence is clear.
明確,めいかく,clear up; clarify; define,N3,明確な返事が欲しい。,Give me a definite answer.
明後日,みょうごにち,day after tomorrow,N3,また明後日。,See you in two days.
迷子,まいご,lost (stray) child,N3,簡単に迷子になる。,It's easy to get lost.
迷惑,めいわく,trouble; bother; annoyance,N3,迷惑かけてごめんね。,Sorry to trouble you.
滅多に,めったに,rarely (with neg. verb); seldom,N3,滅多に会わない。,I rarely see them.
免許,めんきょ,license; permit; licence; certificate,N3,免許証は持ってます。,I have a driver's license.
綿,めん,cotton; padding,N3,綿は水を吸収する。,Cotton absorbs water.
面,めん,face; mug; surface; facial features; mask; face guard; side or facet; corner; page,N3,結構面白い。,It's so exciting.
面倒,めんどう,trouble; difficulty; care; attention,N3,面倒臭いよ。,I can't be bothered.
模様,もよう,pattern; figure; design,N3,空模様が怪しい。,The sky looks angry.
毛布,もうふ,blanket,N3,はい、毛布。,Here is a blanket.
木曜,もくよう,Thursday,N3,今日は木曜日です。,Today is Thursday.
黙る,だまる,to be silent,N3,黙ることを知らない者は話し上手ではない。,He cannot speak well that cannot hold his tongue.
目的,もくてき,purpose; goal; aim; objective; intention,N3,ご滞在の目的は。,What's the purpose of your visit?
目標,もくひょう,mark; objective; target,N3,本当の目標は何？,What's the real goal?
勿論,もちろん,of course; certainly; naturally,N3,勿論彼女は弁論大会に参加すると思った。,We took it for granted that she would take part in the speech contest.
尤も,もっとも,quite right; plausible; natural; but then; although,N3,,
戻す,もどす,to restore; to put back; to return,N3,戻す寸前だった。,I almost threw up.
貰う,もらう,to receive,N3,薬はどこで貰うんですか。,Where can I get the medicine?
問い,とい,question; query,N3,以下の問いに英語で答えよ。,Answer the following questions in English.
夜,よ,evening; night,N3,夜が明ける。,Day breaks.
夜中,よなか,midnight; dead of night,N3,もう真夜中だ。,It's midnight.
夜明け,よあけ,dawn; daybreak,N3,夜明け前が一番暗い。,The darkest hour is just before the dawn.
野,の,field,N3,野花が好き。,I like wild flowers.
厄介,やっかい,trouble; burden; care; bother,N3,厄介な事だ。,It's a difficult matter.
役,やく,use; service; role; position,N3,私は服役中だ。,I'm in jail.
役割,やくわり,part; assigning (allotment of) parts; role; duties,N3,私の役割は何ですか。,Where do I come in?
約,やく,approximately; about; some,N3,約束するよ。,I give you my word.
訳,やく,meaning; reason; circumstances; can be deduced; situation,N3,その内訳は？,Give me the details.
愉快,ゆかい,pleasant; happy,N3,不愉快です。,We're not amused.
油,あぶら,oil,N3,鍋に油入れた？,Did you put oil in the pan?
輸出,ゆしゅつ,export,N3,輸出業界は青息吐息だ。,The export business isn't doing well.
輸入,ゆにゅう,importation; import; introduction,N3,輸入車の需要は強い。,Imported cars are in strong demand.
唯,ただ,free of charge; mere; sole; only; usual; common,N3,彼が唯一の容疑者だ。,He's our only suspect.
唯一,ゆいいつ,only; sole; unique,N3,彼が唯一の容疑者だ。,He's our only suspect.
優れる,すぐれる,to surpass; to outstrip; to excel,N3,,
優秀,ゆうしゅう,superiority; excellence,N3,彼女は優秀な学生だ。,She is an excellent student.
優勝,ゆうしょう,overall victory; championship,N3,優勝したよ。,I won first prize.
勇気,ゆうき,courage; bravery; valour; nerve; boldness,N3,勇気を出して。,Be brave.
友,とも,friend; companion; pal,N3,友達でしょ？,Are you friends?
友情,ゆうじょう,friendship; fellowship,N3,焼もちは友情の敵だ。,Jealousy is an enemy to friendship.
友人,ゆうじん,friend,N3,なんて友人だ。,What a friend you are!
有る,ある,to be; to have,N3,彼は学生に人気が有る。,He's popular with the students.
有効,ゆうこう,validity; availability; effectiveness,N3,切符は三日間有効だ。,The ticket holds good for three days.
有能,ゆうのう,able; capable; efficient; skill,N3,彼は有能な弁護士だ。,He is a capable lawyer.
有利,ゆうり,advantageous; better; profitable; lucrative,N3,万事は我々に有利だ。,Circumstances are entirely favorable to us.
誘う,さそう,(1) to invite; to ask; (2) to tempt; to lure; to induce,N3,宇宙の果てへと私を誘う。,I am invited to the end of the universe.
郵便,ゆうびん,mail; postal service,N3,郵便が届いた。,The mail has arrived.
夕べ,ゆうべ,evening,N3,夕べ大雪が降った。,It snowed a good deal last night.
予期,よき,expectation; assume will happen; forecast,N3,予期せぬ困難が起こった。,Some unexpected difficulties have arisen.
予算,よさん,estimate; budget,N3,予算案は上院を通過した。,The budget passed the Upper House.
予測,よそく,prediction; estimation,N3,何が起こるか予測できない。,We cannot predict what will happen.
予報,よほう,forecast; prediction,N3,予報通り、雪が降った。,It snowed as was forecast.
予防,よぼう,prevention; precaution; protection against,N3,治療よりも予防。,Prevention is better than cure.
余り,あまり,not very (used as adverb); not much,N3,余り楽しくなかったな。,I didn't enjoy it very much.
余分,よぶん,extra; excess; surplus,N3,余分な金はない。,We have no spare money.
余裕,よゆう,surplus; composure; margin; room; time; allowance; scope; rope,N3,買える余裕あるの？,Can you afford that?
与える,あたえる,to give; to present; to award,N3,豚に真珠を与えるな。,Cast not pearls before swine.
